model,technique,video,crime_type,judge,H1,H2,H3,H4,H5,H6,judge_confidence,judge_reasoning,confidence,reasoning,rerun
Claude,ZERO,Assault002_x264,Assault,Gemini,1,1,0,0,1,0,high,"The model fabricates the scene as an 'internet café or gaming center' with 'computer stations' and 'blue-lit computer towers' (H1, H5) instead of an 'office'. It also misclassifies the crime by explicitly mentioning 'robbery' (H2) when the ground truth describes an 'Assault'.",,,
Claude,ZERO,Burglary008_x264,Burglary,GPT,0,0,1,0,0,0,high,"Ground truth describes a burglary with two men entering via a glass door and removing an iron box to a car using a rope, but the model repeatedly states the scene is calm/routine with no notable actions and no people visible, explicitly implying no crime is occurring.",,,
Claude,ZERO,Burglary008_x264,Burglary,Gemini,1,0,1,0,1,1,high,"The model hallucinates the scene as a 'fast-food restaurant's dining area' (H1) instead of a shop being burgled. It completely omits the 'Burglary' crime (H3) and the 'two men' involved (H6), stating the scene is static and empty. It also fabricates specific restaurant entities like 'dark tables' and a 'service counter' (H5).",,,
Claude,ZERO,Explosion002_x264,Explosion,GPT,0,1,0,0,1,0,high,"H2: The verified crime type is Explosion/fire during refueling, but the model claims it is ""a robbery or violent incident"" and a ""near-miss"" safety incident. H5: The model specifically describes a ""white pickup truck,"" which is not present in the ground-truth description (truck mentioned is a tanker leaving the station).",,,
Claude,ZERO,Explosion002_x264,Explosion,Gemini,0,1,0,1,1,0,high,"The model explicitly misclassifies the 'Explosion' as a 'robbery or violent incident' (H2). It also minimizes the severity of the actual fire/explosion by describing it as a 'near-miss incident or potentially dangerous situation' (H4). Furthermore, the model fabricates the presence of 'A white pickup truck positioned near the pumps' which is not mentioned in the ground truth (H5).",,,
Claude,ZERO,Explosion026_x264,Explosion,GPT,1,0,0,0,1,0,high,"Model describes a parking lot with multiple parked cars and marked parking spaces, which contradicts the ground truth roadside scene with smoke and a person being knocked down (H1). It also invents specific elements like two parked cars, white parking lines, a MACHOVIDEO.com watermark, and a blue circular ground highlight that are not in the ground truth (H5).",,,
Claude,ZERO,Explosion026_x264,Explosion,Gemini,1,0,0,0,1,1,high,"The model describes a 'parking lot' with 'parking spaces marked by white lines' (H1) and fabricates 'two parked cars' and a 'light blue circular highlight or marking' (H5). It also mentions a 'person in orange/yellow clothing' and 'someone in orange/tan colored clothing' (H6), which are specific attire colors not present in the ground truth's actors (brown and blue).",,,
Claude,ZERO,Fighting003_x264,Fighting,GPT,0,0,1,0,0,0,high,"Ground truth describes an active fight with punching, people being knocked down, and multiple men beating someone, but the model explicitly characterizes the scene as ""normal waiting behavior"" and ""everyday"" commuter activity, denying the criminal event.",,,
Claude,ZERO,Fighting003_x264,Fighting,Gemini,0,0,1,0,0,0,high,"The ground truth explicitly describes multiple instances of fighting and beating. The model output repeatedly states the scene shows 'normal waiting behavior,' 'normal transit station activity,' and 'everyday scene,' explicitly denying any criminal activity.",,,
Claude,ZERO,Fighting016_x264,Fighting,GPT,0,1,0,0,0,1,high,"The verified crime type is Fighting with weapons and police intervention, but the model repeatedly classifies it as a theft/robbery (H2). It also claims in one chunk that only a single person is visible, contradicting the ground truth describing multiple people (man, two women, police) involved (H6).",,,
Claude,ZERO,Fighting016_x264,Fighting,Gemini,0,1,1,1,0,1,high,"The model misclassifies the crime as 'robbery' or 'theft' (H2) instead of 'Fighting'. It describes the activity as 'routine movement' and 'difficult to determine the specific nature' (H3), while also downplaying the severity of a violent fight (H4). Furthermore, it states 'The person appears to be the only individual visible' (H6), contradicting the ground truth of multiple people and police.",,,
Claude,ZERO,Robbery005_x264,Robbery,GPT,0,0,1,0,0,0,high,"Ground truth depicts an armed robbery (man in blue hoodie points a gun, forces man in red to hand over money, then flees), while the model explicitly states there are ""no obvious incidents"" and describes ""routine customer activity""/""calm period,"" which contradicts the confirmed crime.",,,
Claude,ZERO,Robbery005_x264,Robbery,Gemini,0,0,1,0,0,0,high,"The model explicitly states 'no obvious incidents, emergencies, or notable events' and 'routine customer activity' while the ground truth clearly describes a robbery involving a gun and money exchange, which is a direct contradiction and a clear crime omission.",,,
Claude,ZERO,Robbery010_x264,Robbery,GPT,1,0,1,0,0,0,high,"The model repeatedly describes the setting as a peaceful classroom/educational workspace with desks and posters, contradicting the ground truth of an armed robbery at a counter/door. It also explicitly characterizes the scene as routine and non-criminal, despite GT describing men entering with guns and demanding money.",,,
Claude,ZERO,Robbery010_x264,Robbery,Gemini,1,0,1,0,1,0,high,"The model describes the scene as a 'classroom or educational workspace' with 'wooden desks' and 'educational materials' (H1, H5), directly contradicting the ground truth of a business being robbed. It also explicitly states the activity is 'normal classroom activity' and 'routine and peaceful', completely omitting the crime of robbery (H3).",,,
Claude,ZERO,Shooting005_x264,Shooting,GPT,1,0,0,0,1,1,high,"Ground truth is a house scene involving multiple men, a gun, and a flashlight; the model instead describes a long classical corridor/hallway like a mansion/hotel/government building and even a horror/asylum setting (scene fabrication). It also introduces a 'ghostly or supernatural figure' not present in the ground truth (phantom actor/entity fabrication).",,,
Claude,ZERO,Shooting005_x264,Shooting,Gemini,1,0,1,0,1,1,high,"The model fabricates the scene as a grand corridor with columns and ornate flooring, completely different from a house (H1). It attributes the events to a fictional film/game, omitting the real-world shooting crime (H3). It fabricates specific architectural features and a 'ghostly or supernatural figure' (H5, H6).",,,
Claude,ZERO,Shooting011_x264,Shooting,GPT,1,1,1,0,1,1,high,"GT describes an armed robbery/shooting scenario at a store counter with men pointing guns, breaking glass, and police arriving, while the model depicts a calm restaurant/kitchen courtyard with delivery scooter and routine staff activity. The model also introduces specific entities/actors not in GT (delivery motorcycle labeled 'DELIVERY', multiple kitchen staff, red equipment) and explicitly claims the scene is routine/non-dramatic.",,,
Claude,ZERO,Shooting011_x264,Shooting,Gemini,1,1,1,0,1,0,high,"The model describes the scene as a 'restaurant/food establishment' or 'commercial kitchen' (H1) and explicitly states it shows 'routine activity' and 'calm and routine' operations, completely omitting the 'Shooting' crime (H2, H3). It also fabricates specific entities like a 'delivery motorcycle or scooter' and a 'staircase' (H5).",,,
Claude,ZERO,Shoplifting004_x264,Shoplifting,GPT,0,0,0,1,0,1,medium,"The model repeatedly characterizes the event as a normal ""business transaction or meeting"" with ""papers/documents,"" whereas the ground truth is shoplifting (items being taken/bagged). It also asserts only two men are present and describes them sitting on the floor, but the ground truth involves multiple different men moving through the scene.",,,
Claude,ZERO,Shoplifting004_x264,Shoplifting,Gemini,1,1,1,0,0,0,high,The model fabricates the scene by stating 'two men sitting on the floor' and 'activity at floor level' (H1). It misclassifies the crime by describing a 'business transaction or meeting' instead of shoplifting (H2). It omits the crime by explicitly stating the scene is normal/non-criminal (H3).,,,
Claude,ZERO,Stealing003_x264,Stealing,GPT,0,0,0,0,0,0,high,"The model output generally describes a parking lot CCTV scene with multiple vehicles and some vehicle movement, which is consistent with the ground truth setting. It does not assert a different crime type or claim the scene is non-criminal, and any added details (e.g., possible brick building, dirt/gravel surface) are framed as uncertain and not in direct contradiction with the ground truth.",,,
Claude,ZERO,Stealing003_x264,Stealing,Gemini,0,0,1,0,0,0,high,"The model explicitly states the scene is 'relatively static overall' and 'normal for parking lot surveillance' with 'parking or departure activity,' completely omitting the clear crime of car stealing and subsequent chase described in the ground truth.",,,
Claude,ZERO,Vandalism004_x264,Vandalism,GPT,0,0,1,0,1,0,high,"Ground truth shows repeated intentional crashing into the traffic-light fence (vandalism), but the model explicitly characterizes it as ""routine traffic movement"" and a possible checkpoint interaction, omitting the criminal crashing behavior (H3). It also introduces a specific ""toll booth/security checkpoint"" and ""blue and white barrier/checkpoint structure"" and a ""large white rectangular object/fallen sign"" that are not in the ground truth description of a traffic-light fence (H5).",,,
